id,text,favorite_count,retweet_count,lang,source,created_y,created_m,created_d,created_h,created_min,coordinates
1243602696789266440,b'\xe2\x80\x9cTaking a hot bath does not prevent the new coronavirus disease.\xe2\x80\x9d Facts about COVID-19 from the World Health Organization. #KnowTheFacts #AvoidTheHype @WHO #globalhealth #COVID19 #healthcare #health #2019nCoV #coronavirus https://t.co/iEa2JpMbRc',0,0,en,Buffer,2020,3,27,18,16,
1243447327312023553,b'Taking a hot bath does not prevent the new coronavirus disease\n#FridayNightDinner #FridayFeeling #COVID2019 #COVIDIDIOT https://t.co/s1LG3cEwXf',1,0,en,Twitter Web App,2020,3,27,7,58,
1243441025806471168,b'\xf0\x9f\x9b\x80 Taking a hot bath DOES NOT prevent the coronavirus\n\n\xf0\x9f\x92\xa8 Hand dryers are NOT effective in killing the coronavirus.',0,0,en,Twitter for iPhone,2020,3,27,7,33,
1243424690200178691,b'Taking a hot bath will not prevent you from catching COVID-19.\n#nicasia #covid19 #myth #besafe https://t.co/CoOGj6tOMn',2,0,en,Twitter Web App,2020,3,27,6,28,
1243402151994384384,b'#WorldHealthOrganization Taking a hot bath does not prevent the new coronavirus disease #Mythbusters #COVID19 #pharmacists',0,0,en,Twitter Web App,2020,3,27,4,59,
1243220208656871434,b'Know The Facts on #COVID19. Taking a hot bath does not prevent from the #coronavirus \nThe best way to protect yourself against COVID-19 is by frequently cleaning your hands.',0,0,en,Twitter for Android,2020,3,26,16,56,
1243199793750577152,b'FACT: Taking a hot bath does not prevent the new coronavirus disease. Visit https://t.co/IRZ0CbKrlC to learn the facts about COVID-19. https://t.co/iaiFqRiT2H',0,0,en,Sprout Social,2020,3,26,15,35,
1243162376502833152,b'You may have heard that taking a hot bath can kill the corona virus but as far as we suggest now social distancing and hand washing is the best way to avoid corona.\n\n#OVUMhospitals #OVUMbangalore #OVUM #tipstoavoidcorona #COVID19 #Stayathome #myths #facts #tips #corona https://t.co/9zCUqMnL4g',0,0,en,Twitter Web App,2020,3,26,13,6,
1243155651846602754,b'- Taking a hot bath DOES NOT prevent the coronavirus. \n- Hand dryers are NOT effective in killing the coronavirus. \n- Thermal scanners CAN detect if people have a fever but CANNOT detect whether or not someone has the coronavirus.',0,0,en,Twitter for Android,2020,3,26,12,39,
1243145963696463872,b'#COVID_19 Facts:\nTaking a hot bath does not prevent the new coronavirus disease.\n\n#TDEFacts #TravelDotEarth #TTOT #DidYouKnow #DidYouKnowThat #Facts #Health #Virus #Coronavirus #NovelCoronavirus #WHO #StaySafe #Lockdown #IndiaFightsCorona #StayHome https://t.co/dgXTSQO4g1',0,0,en,Hootsuite Inc.,2020,3,26,12,1,
1243125904236150785,b'Tuuree would like to share few Myth busters. \nHere is the advice for public. #StaySafe #FactCheck \nFact 1: Taking a hot bath does not prevent the new coronavirus disease. https://t.co/zyKADvolqi',0,0,en,Twitter Web App,2020,3,26,10,41,
1243111730529677313,"b""Hearing and reading all sorts about #CoronaVirus &amp; #COVID19 but not sure what to believe? The @WHO are setting the story straight with their 'myth buster' series.\n\n&gt;&gt; Taking a hot bath does not prevent the new coronavirus disease\nhttps://t.co/7aKu4XvPbn\n\n#2019nCoV https://t.co/r9BdWKGXkA""",11,2,en,Buffer,2020,3,26,9,45,
1243101879271337984,b'3. Taking a hot bath does not prevent the new coronavirus disease. https://t.co/loT2isxp7v',0,0,en,Twitter for Android,2020,3,26,9,5,
1243094935227600896,b'1\xe2\x83\xa3 Are Chloroquine &amp; Azithromycin effective in treating COVID-19?\n2\xe2\x83\xa3 Will drying your clothes in sunlight kill virus?\n3\xe2\x83\xa3 Does taking hot bath prevent coronavirus?  \nOur FACTCHECK of misinformation circulated on social media #coronavirusfact #factchecknepal https://t.co/PQSR13jhhV',2,2,en,Twitter Web App,2020,3,26,8,38,
1243070196165873664,b'#COVID19\n#MythVsFacts\n\n\xf0\x9f\x9b\x80 Taking a hot bath DOES NOT prevent the coronavirus\n\n#CoronaVirusNigeria #COVID\xe3\x83\xbc19\n#CoronaVirusUpdate\n\nImage source: @WHONigeria https://t.co/B3ie86HZ4c',0,0,en,Twitter for Android,2020,3,26,7,0,
1243062745114783744,b'@SimuLiu I finally convinced my Dad-in-law that my Mom-in-law had the wrong information about curing coronavirus with hot water so he should just stay put! He was fully prepared to help the community after gurgling hot water and taking a super hot bath! \xf0\x9f\x98\xb3',18,0,en,Twitter Web App,2020,3,26,6,30,
1243053122869698561,b'@btbtbtsssssss_ @BTS_twt Group Hugs! I finally convinced my Dad-in-law that my Mom-in-law had the wrong information about curing coronavirus with hot water so he should just stay put! He was fully prepared to help the community after gurgling hot water and taking a super hot bath! https://t.co/4HKNY41y7l',2,0,en,Twitter Web App,2020,3,26,5,52,
1243002283245187075,b'Taking a hot bath does not prevent the new coronavirus disease ?\n\nCheck Myths About Coronavirus Answered By WHO\n\n#coronavirusmyths #coronavirus #coronavirusindia #aboutcoronavirus #metrozone #metrozonegroup https://t.co/QQLkZqe17J',0,0,en,purshoPOSTBOX,2020,3,26,2,30,
1242859023378112512,"b'The @WHO says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes, mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth  \n\nFor coronavirus info: https://t.co/yH2ZkvMmtQ https://t.co/z1vYFN2ktv'",0,0,en,Falcon Social Media Management ,2020,3,25,17,0,
1242859022316965889,"b'The @WHO says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes, mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth  \n\nFor coronavirus info: https://t.co/VFqW5V7D5W https://t.co/b8Uw4kaO88'",0,0,en,Falcon Social Media Management ,2020,3,25,17,0,
1242859020601495555,"b'The @WHO says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes, mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth  \n\nFor coronavirus info: https://t.co/aG7YSsvuG4 https://t.co/HLAObQtMh2'",4,3,en,Falcon Social Media Management ,2020,3,25,17,0,
1242852697809784834,b'Taking a hot bath does not prevent the new coronavirus disease. https://t.co/x2xxU5kU14',0,0,en,Twitter for Android,2020,3,25,16,35,
1242793337507192833,b'@nighealthwatch @ywoga @ibrodoc_03 @SFHNigeria @bkshittu @ekemma @radiocranberry @HenshawKate @DrZobo @VaccineNet_NG A3a: Some of the misconceptions about #COVID19 include: taking a hot bath prevents the new coronavirus from living in the body; the virus can be transmitted through mosquito bites; hand dryers are effective in killing the virus #PreventEpidemicsNaija',2,4,en,Twitter Web App,2020,3,25,12,39,
1242732156033437696,"b""Coronavirus Myths and Facts #2\n\nAccording to the @WHO(world health organization) taking a hot bath doesn't prevent coronavirus disease.\n\nPlease don't spread wrong Information around you.\xf0\x9f\x99\x8f\n\n#ghar_me_raho  #fitindia #desh #fightagainstcoronavirus #gocorona #staystrong #stayathome https://t.co/voExJBz0hW""",2,0,en,Twitter for Android,2020,3,25,8,36,
1242705756526387200,b'\xe2\x9c\x8d\xf0\x9f\x8f\xbb There is NO evidence that companion animals/pets such as dogs or cats can transmit the coronavirus.\n\n\xe2\x9c\x8d\xf0\x9f\x8f\xbb Taking a hot bath DOES NOT prevent the coronavirus\n\n\xe2\x9c\x8d\xf0\x9f\x8f\xbb Hand dryers are NOT effective in killing the coronavirus\n\n\xe2\x9c\x8d\xf0\x9f\x8f\xbb Ultraviolet light SHOULD NOT be used for sterilization',1,0,en,Twitter for Android,2020,3,25,6,51,
1242680461538627585,b'Myth BOOSTER.\nPlease share.\n.\nTaking a hot bath does not prevent the new coronavirus disease.\n.\n#MakeChinaPay #COVID19Pakistan #coronavirusindia #WhoCanSave_The_World\n#Covid19Out \n#21daysLockdown \n#21daylockdown #21DaysChallenge  #DiscoRaja https://t.co/yKeLHFSIMZ',2,0,en,Twitter Web App,2020,3,25,5,11,
1242552519139655681,"b""A home-spa day can be really pleasant, but taking a hot bath will not protect you from the new #coronavirus.\n\nDon't spread rumors.\n\nThe fight against #COVID19 is also a fight against disinformation.\n\n#ShareInformation #ShareKnowledge #CoronavirusLockdown https://t.co/GCUNktMToq""",223,138,en,Twitter Web App,2020,3,24,20,43,
1242539993119313922,b'\xf0\x9f\x9b\x80 Taking a hot bath DOES NOT prevent the coronavirus',0,0,en,Twitter for iPhone,2020,3,24,19,53,
1242536924897628161,b'animals/pets such as dogs or cats can transmit the coronavirus.\n\n\xf0\x9f\x9b\x80 Taking a hot bath DOES NOT prevent the coronavirus\n\n\xf0\x9f\x92\xa8 Hand dryers are NOT effective in killing the coronavirus\n\n\xf0\x9f\x9f\xa3 Ultraviolet light SHOULD NOT be used for sterilization and can cause skin irritation',0,0,en,Twitter for Android,2020,3,24,19,41,
1242499642165792768,"b""- The new coronavirus CANNOT be transmitted through mosquito bites.\n- Taking your bath with hot water does not prevent coronavirus!\n- Rubbing your hands with Anointing oil can't get rid of the virus. Use sanitizers or wash your hands properly with soap and water.\n#COVID19""",7,5,en,Twitter for Android,2020,3,24,17,12,
1242489669045989377,b'Does taking hot bath protect you from corona virus ?\n#COVID19\n#ItaliaZonaRossa #coronavirus #COVID\xe3\x83\xbc19 #CoronavirusLockdown #coronarvirusitalia #CoronavirusLockdown #coronavirusindia https://t.co/fwqdGSwvQz',1,0,en,Twitter for Android,2020,3,24,16,33,
1242489669045989377,b'Does taking hot bath protect you from corona virus ?\n#COVID19\n#ItaliaZonaRossa #coronavirus #COVID\xe3\x83\xbc19 #CoronavirusLockdown #coronarvirusitalia #CoronavirusLockdown #coronavirusindia https://t.co/fwqdGSwvQz',1,0,en,Twitter for Android,2020,3,24,16,33,
1242485261734301702,"b'Taking a hot bath does not prevent the new coronavirus disease\nTaking a hot bath will not prevent you from catching COVID-19. Your normal body temperature remains around 36.5\xc2\xb0C to 37\xc2\xb0C, regardless of the temperature of your bath or shower.'",0,0,en,Twitter Web App,2020,3,24,16,15,
1242449600968929280,"b'A post shared repeatedly on Facebook claims that taking a hot bath is an effective remedy against the novel #coronavirus, #COVID19. The claim is misleading. #FakeNews #CoronaVirusFacts #Covid19India \n\nhttps://t.co/XaP0XH4Iph'",7,3,en,Zoho Social,2020,3,24,13,54,
1242448843553345537,"b'You may have heard that eating garlic prevents #COVID-19 infection? Or that taking a steaming, hot bath will protect you from the novel #coronavirus? https://t.co/BpLfZ0XRN1'",0,0,en,Twitter Web App,2020,3,24,13,51,
1242444784377057282,"b'Claim: taking a hot bath is an effective remedy against the novel #coronavirus, COVID-19. \n\nReality: health experts say there is no scientific evidence that bathing in hot water can prevent people from catching the virus\n\nhttps://t.co/LsQiNszGEH'",0,0,en,Twitter Web App,2020,3,24,13,34,
1242432187166650368,b'Myth busters- Part 3\n\nTaking a hot bath does not prevent the new coronavirus disease   #StayAtHomeSaveLives https://t.co/ZXNA5H7vSg',0,0,en,Twitter for Android,2020,3,24,12,44,
1242430985557377024,b'\xf0\x9f\x9b\x80 Taking a hot bath DOES NOT prevent the coronavirus\n\n\xf0\x9f\x92\xa8 Hand dryers are NOT effective in killing the coronavirus\n\n\xf0\x9f\x9f\xa3 Ultraviolet light SHOULD NOT be used for sterilization and can cause skin irritation',0,0,en,Twitter for Android,2020,3,24,12,40,
1242420045730525184,"b'MISCONCEPTIONS ABOUT CORONA VIRUS ACCORDING TO WHO\nTaking a hot bath does not prevent the new coronavirus disease\nTaking a hot bath will not prevent you from catching COVID-19. Your normal body temperature remains around 36.5\xc2\xb0C to 37\xc2\xb0C, regardless of the temperature of your'",0,0,en,Twitter Web App,2020,3,24,11,56,
1242414873947942917,b'Coronavirus disease (COVID-19) advice for the public: Myth busters\n\xe2\xa0\x80\nTaking a hot bath does not prevent the new coronavirus disease\nSource : https://t.co/zYY7MfQqTU\n#who #mythbuster #localhulchul #knowledgehulchul #spreadawareness #stayprotected #covid-19 https://t.co/VvsujsaKtw',0,0,en,Twitter Web App,2020,3,24,11,36,
1242414873947942917,b'Coronavirus disease (COVID-19) advice for the public: Myth busters\n\xe2\xa0\x80\nTaking a hot bath does not prevent the new coronavirus disease\nSource : https://t.co/zYY7MfQqTU\n#who #mythbuster #localhulchul #knowledgehulchul #spreadawareness #stayprotected #covid-19 https://t.co/VvsujsaKtw',0,0,en,Twitter Web App,2020,3,24,11,36,
1242399382038818816,b'\xf0\x9f\x90\xb6 There is NO evidence that companion animals/pets such as dogs or cats can transmit the coronavirus.\n\n\xf0\x9f\x9b\x80 Taking a hot bath DOES NOT prevent the coronavirus.\n\n\xf0\x9f\x92\xa8 Hand dryers are NOT effective in killing the coronavirus.\n#LockdownNow \n#CoronaFreeAfghanistan \n#CoronaAFG https://t.co/LlJTMqAG91',4,1,en,Twitter for Android,2020,3,24,10,34,
1242392176467861504,b'WHO Myth-busters about Coronavirus:\n\nTaking a hot bath DOES NOT prevent the coronavirus.\n\n#COVID19 \n\n#OurtvIsHere',6,5,en,Twitter Web App,2020,3,24,10,5,
1243947254060175360,"b'The people in the world please follow my instructions u will be not infected by corona virus1,daily take bath with hot water add dettol liquid in water2,daily have 2 dates3,one spoon of honey4, black seeds(kalongi) 10 seeds daily5,exercise 15 minutes daily 6,little jaggery daily'",0,0,en,Twitter for Android,2020,3,28,17,5,
1243694580920233984,"b'@HPPervert7 There are several theories on why coronavirus is not so widespread compared with Europe or the US, for example:\nWe take off our shoes when we enter our home.\nIt is a common practice to take a hot bath every day.\nMany Japanese took BCG vaccine which could possibly be effective'",2,0,en,Twitter for iPhone,2020,3,28,0,21,
1243163385841229829,"b'If coronavirus scares you, read this to take control over your health anxiety https://t.co/4wMptV4gtX Anything that will give you a little boost can help. you can also cook yourself something nice, have a hot bath, or listen to a song you love.'",8,2,en,Twitter Web App,2020,3,26,13,10,
1242604240893128704,"b'Spent all day disinfecting an enviornment exposed to three coronavirus patients, time to take a nice hot bleach bath \xf0\x9f\x92\x86\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x92\x85\xf0\x9f\x8f\xbc #selfcare'",1,0,en,Twitter for iPhone,2020,3,25,0,8,
1242414684478640128,"b'@realDonaldTrump -  1/2 - Anti Covid-19 News : Sir , I am Mr.  pavan from India . Kindly follow this for save usa from corona. 1) Take care from China , 2) Drink filter hot water &amp; Bath with Dettol Water , 3) Daily morning eat 2 Garlics with honey &amp; drink milk with pepper powder'",0,0,en,Twitter for Android,2020,3,24,11,35,
1242283746402787330,"b""@mackyquiobe Same :( but can't actually make a big deal out of it because of the current covid-19 scare. How do you deal with face skin care in a time like this? Me... I make sure I always take a hot bath. And wash my face with cold water after. I even left my moisturizer and lotion. :(""",0,0,en,Twitter Web App,2020,3,24,2,55,
1242261370017439744,"b""@AngelDrealms1 Hello,we don't have infected patients  so much in Japan \nJapanese people  take a bath every day  ,\n and we soak and warm ourselves up in the bath tab. \nVirus is very weak in the hot and humid air.\nSo I think  taking  a bath and relaxing are effective  corona virus prevention. https://t.co/iFvBsvzBbY""",1,1,en,Twitter Web Client,2020,3,24,1,26,
1242258926445277184,"b""@antonioguterres @franceonu We don't have patients so much in Japan . \nJapanese people  take a bath every day  ,\n and we soak and warm ourselves up in the bath tab. \nVirus is very weak in the hot and humid air.\n I think  taking  a bath is effective  corona virus prevention.\nPls retweet this  if you like https://t.co/09CvOohH6r""",0,0,en,Twitter Web Client,2020,3,24,1,16,
1242257892738121728,"b""@JustinTrudeau @MichaelBuble @VancityReynolds We don't have infected patients  so much in Japan \xf0\x9f\x87\xaf\xf0\x9f\x87\xb5\nJapanese people  take a bath every day  ,\n and we soak and warm ourselves up in the bath tab. \nVirus is very weak in the hot and humid air.\nSo I think  taking  a bath and relaxing are effective  corona virus prevention.""",0,0,en,Twitter Web Client,2020,3,24,1,12,
1242257509911375872,"b""@WhiteHouse @realDonaldTrump We don't have infected patients  so much in Japan \nJapanese people  take a bath every day  ,\n and we soak and warm ourselves up in the bath tab. \nVirus is very weak in the hot and humid air.\nSo I think  taking  a bath and relaxing are effective  corona virus prevention.""",0,0,en,Twitter Web Client,2020,3,24,1,10,
1242256480167845888,"b""We don't have infected patients  so much in Japan \xf0\x9f\x87\xaf\xf0\x9f\x87\xb5\nJapanese people  take a bath every day  ,\n and we soak and warm ourselves up in the bath tab. \nVirus is very weak in the hot and humid air.\nSo I think  taking  a bath and relaxing are effective  corona virus prevention. https://t.co/JubVQY0zhg""",1,0,en,Twitter Web Client,2020,3,24,1,6,
1242160024463577088,b'Many in the East are taking these measures religiously to prevent #coronavirus:\n\n1) Take one shot of hot drink (kaikai) daily\n2) Wash your hands with Sanitizer (soap is not effective)\n3) Bath with very hot water daily\n\nMisinformation everywhere. \n\nPls follow @NCDCgov guidelines.',3,1,en,Twitter for Android,2020,3,23,18,43,
1242137149346119683,"b""Today alone, I've heard more than 10 different stories of how to overcome coronavirus:\n\n1. Check inside your Bible, anything you see inside take it and swallow.\n\n2. Bath with hot water as regular as possible (5-10 times).\n\n3. Apply enough pepper in any of your meals regularly\n\n4.""",0,0,en,Twitter Web App,2020,3,23,17,12,
1241934922354323456,"b'Lockdown is the only solution to keep away corona virus## Do also meditation atleast one time in the day## santize yourself, take bath with hot water, chant the mahamrityunjay Mantra or listen, with the vibration of this mantra u can enhance your immune system'",0,0,en,Twitter for Android,2020,3,23,3,48,
1241877674349350912,b'@NYDailyNews \xe2\x98\x9ehttps://t.co/6RJU0SKDN9\xe2\x98\x84\n\nTake a hot\xf0\x9f\x9b\x80bath for\n30 minutes to an hour \nwith a pint of \napple cider vinegar added to the water.\n\xf0\x9f\x9b\x81After\n you can roll\xf0\x9f\xa4\xb8\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fin\n#WuhanFlu\xf0\x9f\x98\xb7#WuhanVirus\n\xe2\x98\xa3#COVID19\xe2\x98\xa3#SARSCoV2\xe2\x98\xa3#coronavirus\xe2\x98\xa3 \n\n\xe2\x9e\xa5https://t.co/XMRiqxkYvT',1,0,en,Twitter Web App,2020,3,23,0,1,
1241670350284312576,"b'""Take a hot bath. It will prevent you from catching the novel coronavirus.""\n\nYour normal body temperature is 36.5 to 37 degrees Celsius. The temperature of your bath water is not going to rid you of the virus that is meant to act inside your lungs.\n#CoronaVirusUpdate \nContinued..'",0,0,en,Twitter for Android,2020,3,22,10,17,
1241627998236934144,b'Fight against corona virus \nLet\xe2\x80\x99s try to wash our hands regularly with  hand sanitizers\nClean our environment constantly \nWash dishes constantly \nHave our bath 3 - 4 times a day \nDrink hot water \nTake more of vitamin C \nBe prayerful \nWe shall overcome this \n #FightCOVID19',1,1,en,Twitter for iPhone,2020,3,22,7,29,
1241603004928684033,b'@sandiegocraft \xe2\x98\x9ehttps://t.co/FiaPpgPhcz\xe2\x98\x84\n\nTake a hot\xf0\x9f\x9b\x80bath for\n30 minutes to an hour \nwith a pint of \napple cider vinegar added to the water.\n\xf0\x9f\x9b\x81After\n you can roll\xf0\x9f\xa4\xb8\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fin\n#WuhanFlu\xf0\x9f\x98\xb7#WuhanVirus\n\xe2\x98\xa3#COVID19\xe2\x98\xa3#SARSCoV2\xe2\x98\xa3#coronavirus\xe2\x98\xa3 \n\n\xe2\x9e\xa5https://t.co/XMRiqxkYvT',0,0,en,Twitter Web App,2020,3,22,5,49,
1241584754488537090,b'@realDonaldTrump *https://t.co/QAtU2wVJVX*\n\nTake a hot\xf0\x9f\x9b\x80bath for\n30 minutes to an hour \nwith a pint of \napple cider vinegar added to the water.\n\xf0\x9f\x9b\x81After\n you can roll\xf0\x9f\xa4\xb8\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fin\n#WuhanFlu\xf0\x9f\x98\xb7#WuhanVirus\n\xe2\x98\xa3#COVID19\xe2\x98\xa3#SARSCoV2\xe2\x98\xa3#coronavirus\xe2\x98\xa3 \n\n\xe2\x9e\xa5https://t.co/4WoUeeGkVC',0,0,en,Twitter Web App,2020,3,22,4,37,
1241584441845116930,b'@MichaelCoudrey @realDonaldTrump Take a hot\xf0\x9f\x9b\x80bath for\n30 minutes to an hour \nwith a pint of \napple cider vinegar added to the water.\n\xf0\x9f\x9b\x81After\n you can roll\xf0\x9f\xa4\xb8\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fin\n#WuhanFlu\xf0\x9f\x98\xb7#WuhanVirus\n\xe2\x98\xa3#COVID19\xe2\x98\xa3#SARSCoV2\xe2\x98\xa3#coronavirus\xe2\x98\xa3 \n\n\xe2\x9e\xa5https://t.co/4WoUeeGkVC',0,0,en,Twitter Web App,2020,3,22,4,36,
1241519329008422912,b'Take a hot\xf0\x9f\x9b\x80bath for\n30 minutes to an hour \nwith a pint of \napple cider vinegar added to the water.\n\xf0\x9f\x9b\x81After\n you can roll\xf0\x9f\xa4\xb8\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fin\n#WuhanFlu\xf0\x9f\x98\xb7#WuhanVirus\n\xe2\x98\xa3#COVID19\xe2\x98\xa3#SARSCoV2\xe2\x98\xa3#coronavirus\xe2\x98\xa3 \n\n\xe2\x9e\xa5https://t.co/XMRiqxkYvT',0,0,en,Twitter Web App,2020,3,22,0,17,
1245046082347941889,"b'@parscale the coronavirus virus spread in the air in this weird weather system across the country, the mutation pneumonia multiplies in the cold, but china infected the people who are orderd too bring America and the world to there knees,a doctor from china leaked out the virus'",0,0,en,Twitter for Android,2020,3,31,17,51,
1245015562931048450,"b'Just want to put my ignorant thoughts out on the weather\nAs the coronavirus shuts down the heat, does that then allow cold weather to move but how much cold weather will move\nThe movement of cold weather change the oceans but does then move heat so plant growth moves more North?'",0,0,en,Twitter Web App,2020,3,31,15,50,
1245000535326875649,"b'@GreggCevallos Haven\xe2\x80\x99t seen Amahd around lately ... cold/wet weather or coronavirus, you pick...'",1,0,en,Twitter for iPhone,2020,3,31,14,50,
1244989149339410432,"b'Like baby bear said about the porridge, \xe2\x80\x9cIt\xe2\x80\x99s too cold. \xe2\x80\x9cIt\xe2\x80\x99s too hot.\xe2\x80\x9d This is weather, too. We\xe2\x80\x99ve had an unseasonably hot spring. As a transplanted northerner, I\xe2\x80\x99ve not enjoyed it. Minor in comparison to the coronavirus issues. Hope all is well in your part of Canada, J.C. \xf0\x9f\x99\x8f\xf0\x9f\x98\x98 https://t.co/R6BrSCOpwl'",1,0,en,Twitter for iPad,2020,3,31,14,5,
1244985146752864257,"b'Minimising gas bill in this cold weather and #StayHome rules, hot water bottles are  doing nicely for me.Those with children, you can still warm their beds using hot water bottles but make sure the bottles are out of sight for safety #TheLockdown #StaySafe #coronavirus #COVID19'",0,0,en,Twitter for Android,2020,3,31,13,49,
1244924442121297920,b'Thread.\n\n#Myth (Cold weather and snow CANNOT kill the new coronavirus.) #Fact \nThere is no reason to believe that cold weather can kill the new coronavirus or other diseases.\n#COVID2019 #ReturnToAllah #ChinaHardTimePartner 1/3 https://t.co/lP0Flj1k44',1,1,en,Twitter for Android,2020,3,31,9,48,
1245081254204264448,"b""@DenzellCooper Try again, without the strawman arguments.\n\nThe UK death rate is less than last year, in a weird way, wuhan corona virus is actually killing less than the flu and cold weather combined. Let's not let actual facts get in the way of a good faux outrage.\n\nJust for you. https://t.co/6eB9iZH4pu""",0,0,en,Twitter for Android,2020,3,31,20,11,
1245098524611657737,"b'@shaina_riddle17 @MicahBBurke @CBS11Andrea @CBSDFW There is a vaccine for the flu. And if you decide not to get vaccinated, their are very good anti-virals (Tamiflu and now Xofluza) that are awesome if you do get the flu. Not so for covid19, and it\xe2\x80\x99s more contagious and more deadly. No cure, yet. https://t.co/BT2v0fSyAI'",1,0,en,Twitter for iPhone,2020,3,31,21,19,
1245056329372270594,"b""@GaffneyVLC How you doing Andrew, and the kids too? Got friends in Spain in a few locations and they said it's dire, they are bored and sad seeing the spread of this Covid-19 and hearing about the tragic loss of lives. Only bonus is you've got the warm weather, it's cold here in the UK.""",0,0,en,Twitter for Android,2020,3,31,18,32,
1245038595716628481,"b'Absolutely living for that first post Covid-19 day whenever it may be. Straight into town to get a new saddle made for my guitar. Off to get a fresh haircut. Then hopefully the weather is still hot, an ice cold coke and an ice-cream in a park.\nI could nearly deal with hay fever.'",2,0,en,Twitter for Android,2020,3,31,17,21,
1245028339624153088,"b""@Dogsrgreat2 @kevski1922 @nickSCREENZ @MyPillowUSA @realDonaldTrump Covid-19 isn't the flu virus\n\nThe flu is airborne, Covid-19 isn't (as much)\nSo in cold weather, the flu virus dries out and can float.\n\nCovid-19 is much bigger and requires the droplets to remain suspended. Once it dries out, it falls to the ground.""",0,0,en,Twitter for Android,2020,3,31,16,41,
1243610606676193284,"b""PSA: Eating garlic and drinking water can't protect you from getting coronavirus https://t.co/UCQKYtczEi""",23,18,en,SocialFlow,2020,3,27,18,47,
1243597972790816770,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfu39i 04\n#FBR'",3,2,en,The Social Jukebox,2020,3,27,17,57,
1243568710532476928,"b'There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://t.co/RH1LWfLE0Q\n#VoteBlueNoMatterWho'",3,1,en,The Social Jukebox,2020,3,27,16,0,
